,Company,Specific_Bean_Origin,Review_Date,Cocoa_Percent,Company_Location,Rating,Bean_Type,Broad_Bean_Origin
1412,S.A.I.D.,Samana,2010,70.0,Italy,3.0,Unknown,Dominican Republic
1413,S.A.I.D.,Arawak,2010,72.0,Italy,3.5,Unknown,Carribean
1414,S.A.I.D.,Latino,2010,72.0,Italy,3.5,Unknown,
1415,Sacred,Midnight,2012,83.0,U.S.A.,2.75,Unknown,Central America
1415,Sacred,Midnight,2012,83.0,U.S.A.,2.75,Unknown,South America
1416,Sacred,Twilight,2012,69.0,U.S.A.,3.25,Unknown,Central America
1416,Sacred,Twilight,2012,69.0,U.S.A.,3.25,Unknown,South America
1417,Salgado,Bahia Superior,2008,70.0,Argentina,3.5,Forastero,Brazil
1418,Salgado,Esmeraldas,2008,70.0,Argentina,3.5,Forastero (Nacional),Ecuador
1419,Salgado,Carenero Superior,2008,70.0,Argentina,3.5,Trinitario,Venezuela
1420,Salgado,Rio Arriba,2008,70.0,Argentina,3.5,Forastero (Arriba) ASSS,Ecuador
1421,Santander (Compania Nacional),Colombian 2008,2009,75.0,Colombia,2.75,Forastero (Nacional),Colombia
1422,Santander (Compania Nacional),Colombian w/ nibs,2009,70.0,Colombia,3.0,Forastero (Nacional),Colombia
1423,Santander (Compania Nacional),Colombian Semi Dark,2006,53.0,Colombia,2.0,Forastero (Nacional),Colombia
1424,Santander (Compania Nacional),Colombian,2006,65.0,Colombia,3.0,Forastero (Nacional),Colombia
1425,Santander (Compania Nacional),Colombian Dark,2006,70.0,Colombia,4.0,Forastero (Nacional),Colombia
1426,Santome,Sao Tome,2011,70.0,France,2.75,Forastero,Sao Tome
1427,Scharffen Berger,San Juan de Cheni,2012,78.0,U.S.A.,4.0,Unknown,Peru
1428,Scharffen Berger,Markham Valley,2011,68.0,U.S.A.,3.75,Unknown,Papua New Guinea
1429,Scharffen Berger,Camahogne,2010,68.0,U.S.A.,3.5,Trinitario,Grenada
1430,Scharffen Berger,Amina,2010,65.0,U.S.A.,3.75,"Trinitario, Criollo",Madagascar
1431,Scharffen Berger,Tome Acu,2009,68.0,U.S.A.,3.75,Unknown,Brazil
1432,Scharffen Berger,Asante,2009,65.0,U.S.A.,4.0,Forastero,Ghana
1433,Scharffen Berger,Ben Tre,2009,72.0,U.S.A.,3.75,Trinitario,Vietnam
1434,Scharffen Berger,Finisterra,2008,72.0,U.S.A.,3.0,Blend,Venezuela
1434,Scharffen Berger,Finisterra,2008,72.0,U.S.A.,3.0,Blend,Trinidad
1434,Scharffen Berger,Finisterra,2008,72.0,U.S.A.,3.0,Blend,Madagascar
1435,Scharffen Berger,Las Islas,2007,72.0,U.S.A.,3.0,Blend,Caribbean
1436,Scharffen Berger,Nibby,2007,62.0,U.S.A.,3.0,Unknown,
1437,Scharffen Berger,Cuyagua,2007,75.0,U.S.A.,3.75,Unknown,Venezuela
1438,Scharffen Berger,Antilles (Trin/Gren/DR/Ven),2007,75.0,U.S.A.,3.0,Blend,Carribean
1439,Scharffen Berger,Extra Dark,2006,82.0,U.S.A.,2.0,Unknown,
1440,Scharffen Berger,Bittersweet,2006,70.0,U.S.A.,3.5,Blend,
1441,Scharffen Berger,Kumasi Sambirano,2006,68.0,U.S.A.,2.0,Blend,Ghana
1441,Scharffen Berger,Kumasi Sambirano,2006,68.0,U.S.A.,2.0,Blend,Madagascar
1442,Scharffen Berger,Jamaica a l'ancienne,2006,70.0,U.S.A.,2.0,Trinitario,Jamaica
1443,Scharffen Berger,Semisweet,2006,62.0,U.S.A.,3.0,Blend,
1444,Seaforth,Dominican Republic,2015,70.0,U.K.,2.75,Unknown,Dominican Republic
1445,Seaforth,Grenada,2015,70.0,U.K.,2.75,Unknown,Grenada
1446,Shark Mountain,Jamaica,2015,72.0,U.S.A.,3.25,Trinitario,Jamaica
1447,Shark Mountain,Papua New Guinea,2015,73.0,U.S.A.,3.5,Forastero,Papua New Guinea
1448,Shark Mountain,Cuyagua,2015,77.0,U.S.A.,2.75,Criollo,Venezuela
1449,Shark Mountain,ROIG,2015,74.0,U.S.A.,3.5,"Criollo, Trinitario",Dominican Republic
1450,Shark Mountain,Ecuador,2014,75.0,U.S.A.,3.0,Trinitario,Ecuador
1451,Shark Mountain,"Belize, 2013",2014,72.0,U.S.A.,3.25,"Criollo, Trinitario",Belize
1452,Shark's,Hilo,2011,73.0,U.S.A.,2.0,Unknown,Hawaii
1453,Shark's,"Hilo, w/ added cocoa butter",2011,73.0,U.S.A.,2.5,Unknown,Hawaii
1454,Shattel,Tingo Maria,2016,70.0,Peru,3.25,Unknown,Peru
1455,Shattell,Porcelana,2011,75.0,Peru,3.5,Criollo,Peru
1456,Sibu,Oro,2015,82.0,Costa Rica,3.25,Unknown,Costa Rica
1457,Sibu,Oscuro,2015,70.0,Costa Rica,3.5,Unknown,Costa Rica
1458,Sibu Sura,Peru,2012,70.0,U.S.A.,2.5,Unknown,Peru
1459,Silvio Bessone,Maya Belize,2011,67.0,Italy,3.0,Criollo,Belize
1460,Silvio Bessone,"Trintade, Sao Tome",2011,65.0,Italy,3.25,Forastero,Sao Tome
1461,Silvio Bessone,"Bahia, Scavina",2011,60.0,Italy,3.25,Trinitario,Brazil
1462,Silvio Bessone,"Porcelana, Colombia, Amazonas",2011,68.0,Italy,3.0,"Criollo, Trinitario",Colombia
1463,Sirene,Wild Bolivia,2016,73.0,Canada,3.5,Unknown,Bolivia
1464,Sirene,Kokoa Kamili Coop,2016,73.0,Canada,3.5,Unknown,Tanzania
1465,Sirene,"Esmeraldas, Salazar Farm",2016,73.0,Canada,3.75,Unknown,Ecuador
1466,Sirene,"Somia Plantation, 2012",2015,100.0,Canada,3.0,Trinitario,Madagascar
1467,Sirene,"Camino Verde P., Balao, Guayas, 2012",2015,100.0,Canada,3.0,Unknown,Ecuador
1468,Sirene,Lachua w/ cane sugar,2015,73.0,Canada,3.0,Unknown,Guatemala
1469,Sirene,"Lachua w/ maple sugar, batch 5",2015,73.0,Canada,3.25,Unknown,Guatemala
1470,Sirene,Pisa,2015,73.0,Canada,3.25,Unknown,Haiti
1471,Sirene,"Somia Plantation, 2012",2014,67.0,Canada,3.75,Trinitario,Madagascar
1472,Sirene,"Somia Plantation, 2012",2014,73.0,Canada,3.75,Trinitario,Madagascar
1473,Sirene,"Camino Verde P., Balao, Guayas",2014,73.0,Canada,3.75,Unknown,Ecuador
1474,Sjolinds,Ghana,2015,70.0,U.S.A.,2.75,Forastero,Ghana
1475,Sjolinds,Nicaragua,2015,72.0,U.S.A.,3.0,Unknown,Nicaragua
1476,"Smooth Chocolator, The","Oko Caribe, DOR005",2017,70.0,Australia,3.5,Unknown,Dominican Republic
1477,"Smooth Chocolator, The","Guasare, La Sierra de Perija, batch gua001",2016,70.0,Australia,3.75,Criollo,Venezuela
1478,"Smooth Chocolator, The","Porcelana, Sorotaima,Machiques,batch pcl001",2016,70.0,Australia,4.0,Criollo,Ecuador
1479,"Smooth Chocolator, The","Maya Mtn, Moho R., Toledo D.",2016,70.0,Australia,3.75,Unknown,Belize
1480,"Smooth Chocolator, The",Tien Giang,2016,70.0,Australia,3.0,Trinitario,Vietnam
1481,"Smooth Chocolator, The",Australia,2016,67.0,Australia,3.75,Unknown,Australia
1482,"Smooth Chocolator, The","Chimelb, Lanquin, Alta Verapaz, b-GUA001",2016,70.0,Australia,3.25,Unknown,Guatemala
1483,"Smooth Chocolator, The",Akesson's Estate,2015,65.0,Australia,3.25,Trinitario,Madagascar
1484,"Smooth Chocolator, The",Akesson's Estate,2015,70.0,Australia,3.5,Trinitario,Madagascar
1485,"Smooth Chocolator, The",Kokoa Kamili,2015,67.0,Australia,3.75,Unknown,Tanzania
1486,"Smooth Chocolator, The",San Juan Estate,2015,70.0,Australia,3.75,Trinitario,Trinidad
1487,"Smooth Chocolator, The",Camino Verde,2015,72.0,Australia,4.0,Unknown,Ecuador
1488,"Smooth Chocolator, The",Bolivia,2015,72.0,Australia,2.75,Unknown,Bolivia
1489,"Smooth Chocolator, The","Papua New Guinea, triple roast, batch 1",2015,65.0,Australia,3.5,Unknown,Papua New Guinea
1490,"Smooth Chocolator, The","Maranon, batch 2",2015,67.0,Australia,3.0,Forastero (Nacional),Peru
1491,"Smooth Chocolator, The","Chuao, batch 3",2015,70.0,Australia,3.75,Trinitario,Venezuela
1492,Snake & Butterfly,Ghana,2011,67.0,U.S.A.,1.5,Forastero,Ghana
1493,Snake & Butterfly,Madagascar,2010,68.0,U.S.A.,3.0,Trinitario,Madagascar
1494,Snake & Butterfly,Ecuador,2010,68.0,U.S.A.,3.25,Unknown,Ecuador
1495,Sol Cacao,"Ecuador, Batch 1",2016,70.0,U.S.A.,3.5,Unknown,Ecuador
1496,Sol Cacao,Madagascar,2015,72.0,U.S.A.,3.0,Trinitario,Madagascar
1497,Solkiki,"Maranon, Fortunato No. 4",2016,68.0,U.K.,2.75,Forastero (Nacional),Peru
1498,Solkiki,"Castillo, Hispaniola, unroasted",2016,85.0,U.K.,2.75,Unknown,Dominican Republic
1499,Solomons Gold,Solomon Island,2016,70.0,New Zealand,3.25,Unknown,Solomon Islands
1500,Solomons Gold,Solomon Island w/ nibs,2016,75.0,New Zealand,3.25,Unknown,Solomon Islands
1501,Solstice,Bundibugyo,2014,70.0,U.S.A.,3.0,"Forastero, Trinitario",Uganda
1502,Solstice,Sambirano,2013,70.0,U.S.A.,3.0,Trinitario,Madagascar
1503,Solstice,Amazonas,2013,70.0,U.S.A.,3.0,Unknown,Venezuela
1504,Solstice,Bolivia,2013,70.0,U.S.A.,3.25,Unknown,Bolivia
1505,Solstice,San Martin,2013,70.0,U.S.A.,3.25,Unknown,Peru
1506,Solstice,Wasatch,2013,70.0,U.S.A.,3.5,Blend,
1507,Soma,"Oko Caribe, Duarte P., Collab w Chocosol",2016,62.0,Canada,3.5,Unknown,Dominican Republic
1508,Soma,"Sambirano Valley, Black Science, B-60307.0",2016,70.0,Canada,3.5,Trinitario,Madagascar
1509,Soma,"Bahia Black, batch bra50722.1",2016,70.0,Canada,3.5,Forastero (Parazinho),Brazil
1510,Soma,"Abstract S. w/ Jamaica nibs,batch abs60323.0",2016,75.0,Canada,3.75,Unknown,Venezuela
1510,Soma,"Abstract S. w/ Jamaica nibs,batch abs60323.0",2016,75.0,Canada,3.75,Unknown,Ecuador
1510,Soma,"Abstract S. w/ Jamaica nibs,batch abs60323.0",2016,75.0,Canada,3.75,Unknown,Peru
1510,Soma,"Abstract S. w/ Jamaica nibs,batch abs60323.0",2016,75.0,Canada,3.75,Unknown,Nicaragua
1511,Soma,"Chuno, San Jose de Bocay, Pantasma R.,B.S.",2016,70.0,Canada,3.75,Trinitario,Nicaragua
1512,Soma,"Tien Giang, Black S., batch VIT60420.0",2016,70.0,Canada,4.0,Trinitario,Vietnam
1513,Soma,"Camino Verde, Black S., batch cvu6030.0",2016,70.0,Canada,3.25,Unknown,Ecuador
1514,Soma,CSB Chama,2015,70.0,Canada,3.5,Criollo,Venezuela
1515,Soma,Porcelana,2015,75.0,Canada,4.0,Unknown,Venezuela
1516,Soma,"La Tronca, Matagalpa",2014,70.0,Canada,3.5,Unknown,Nicaragua
1517,Soma,Maranon Canyon,2014,70.0,Canada,3.75,Forastero (Nacional),Peru
1518,Soma,La Dalia,2014,70.0,Canada,3.25,Trinitario,Nicaragua
1519,Soma,"Camino Verde P., Balao, Guayas",2014,80.0,Canada,3.5,Forastero (Nacional),Ecuador
1520,Soma,"Espiritu Santo, 'Smoke Monster'",2014,70.0,Canada,3.75,Forastero (Amelonado),Vanuatu
1521,Soma,Little Big Man,2014,70.0,Canada,3.25,Blend,Madagascar
1521,Soma,Little Big Man,2014,70.0,Canada,3.25,Blend,Ecuador
1522,Soma,"Rizek Cacao, Domin. Rep.",2013,77.0,Canada,3.75,Trinitario,Dominican Republic
1523,Soma,Java,2013,70.0,Canada,3.25,Criollo,Indonesia
1524,Soma,"Apurimac, El Quinacho Co-op",2013,70.0,Canada,2.75,Criollo,Peru
1525,Soma,"Sangre Grande P., Trinidad",2013,70.0,Canada,3.75,Trinitario,Trinidad
1526,Soma,Chef's Blend,2013,70.0,Canada,3.25,Unknown,
1527,Soma,Patanemo,2013,70.0,Canada,3.75,Criollo,Venezuela
1528,Soma,Crazy 88,2013,88.0,Canada,4.0,Unknown,Guatemala
1528,Soma,Crazy 88,2013,88.0,Canada,4.0,Unknown,Dominican Republic
1528,Soma,Crazy 88,2013,88.0,Canada,4.0,Unknown,Peru
1528,Soma,Crazy 88,2013,88.0,Canada,4.0,Unknown,Madagascar
1528,Soma,Crazy 88,2013,88.0,Canada,4.0,Unknown,Papua New Guinea
1529,Soma,"Maracaibo, El Vigia",2013,70.0,Canada,4.0,Criollo,Venezuela
1530,Soma,Equator,2013,67.0,Canada,4.0,Unknown,Peru
1530,Soma,Equator,2013,67.0,Canada,4.0,Unknown,Dominican Republic
1531,Soma,Orinoco,2013,70.0,Canada,3.25,Forastero,Venezuela
1532,Soma,"Bachelor's Hall E., St. Thomas Parish",2013,70.0,Canada,4.0,Trinitario,Jamaica
1533,Soma,Noula Coop,2012,70.0,Canada,3.25,Unknown,Haiti
1534,Soma,O'ahu,2012,70.0,Canada,3.75,Unknown,Hawaii
1535,Soma,"Dual Origins, Sambirano, Elvesia",2012,70.0,Canada,4.0,Blend,Dominican Republic
1535,Soma,"Dual Origins, Sambirano, Elvesia",2012,70.0,Canada,4.0,Blend,Madagascar
1536,Soma,"Dancing in Your Head, 5 bean blend",2012,70.0,Canada,4.0,Blend,Grenada
1536,Soma,"Dancing in Your Head, 5 bean blend",2012,70.0,Canada,4.0,Blend,Papua New Guinea
1536,Soma,"Dancing in Your Head, 5 bean blend",2012,70.0,Canada,4.0,Blend,Hawaii
1536,Soma,"Dancing in Your Head, 5 bean blend",2012,70.0,Canada,4.0,Blend,Haiti
1536,Soma,"Dancing in Your Head, 5 bean blend",2012,70.0,Canada,4.0,Blend,Madagascar
1537,Soma,Cahabon Region,2012,70.0,Canada,3.5,Trinitario,Guatemala
1538,Soma,Carenero Superior,2012,70.0,Canada,3.75,Trinitario,Venezuela
1539,Soma,Eastern Promises,2012,70.0,Canada,3.5,Blend,Madagascar
1539,Soma,Eastern Promises,2012,70.0,Canada,3.5,Blend,Papua New Guinea
1540,Soma,Papua New Guinea,2012,85.0,Canada,3.5,Trinitario,Papua New Guinea
1541,Soma,"Grenada, Black Science",2011,70.0,Canada,2.75,Trinitario,Grenada
1542,Soma,"Alto Beni, Wild Bolivian",2011,70.0,Canada,3.5,Nacional,Bolivia
1543,Soma,Peruvian,2011,64.0,Canada,4.0,Unknown,Peru
1544,Soma,"Three Amigos(Chuao, Wild Bolivia, D.R.)",2011,70.0,Canada,4.0,Unknown,Venezuela
1544,Soma,"Three Amigos(Chuao, Wild Bolivia, D.R.)",2011,70.0,Canada,4.0,Unknown,Bolivia
1544,Soma,"Three Amigos(Chuao, Wild Bolivia, D.R.)",2011,70.0,Canada,4.0,Unknown,Dominican Republic
1545,Soma,"Elvesia P., Black Science",2011,70.0,Canada,3.75,Forastero,Dominican Republic
1546,Soma,Chuao,2011,70.0,Canada,3.5,Criollo,Venezuela
1547,Soma,Black Science Blend 1,2010,70.0,Canada,3.75,"Trinitario, Nacional",Dominican Republic
1547,Soma,Black Science Blend 1,2010,70.0,Canada,3.75,"Trinitario, Nacional",Ecuador
1547,Soma,Black Science Blend 1,2010,70.0,Canada,3.75,"Trinitario, Nacional",Peru
1548,Soma,Hispaniola,2009,70.0,Canada,3.0,Forastero,Dominican Republic
1549,Soma,Africa,2009,70.0,Canada,3.5,Forastero,Ghana
1550,Soma,Conacado,2009,70.0,Canada,3.0,Trinitario,Dominican Republic
1551,Soma,Papua New Guinea,2009,70.0,Canada,3.5,Trinitario,Papua New Guinea
1552,Soma,Madagascar,2009,70.0,Canada,3.75,Criollo,Madagascar
1553,Soma,Ocumare,2009,70.0,Canada,3.75,Criollo,Venezuela
1554,Somerville,Nicaragua,2014,70.0,U.S.A.,3.25,Unknown,Nicaragua
1555,Somerville,"Hawaiian, Big Island",2014,70.0,U.S.A.,3.5,Unknown,Hawaii
1556,Soul,Dominican Republic,2017,70.0,Canada,3.25,Unknown,Dominican Republic
1557,Soul,Madagascar,2017,70.0,Canada,3.5,Unknown,Madagascar
1558,Soul,Venezuela,2017,75.0,Canada,3.5,Unknown,Venezuela
1559,Soul,Ecuador,2017,75.0,Canada,3.25,Unknown,Ecuador
1560,Soul,Papua New Guinea,2017,77.0,Canada,3.25,Unknown,Papua New Guinea
1561,Soul,Tanzania,2017,80.0,Canada,3.5,Unknown,Tanzania
1562,Spagnvola,AgroCriso Plantation,2012,70.0,U.S.A.,3.0,Unknown,Dominican Republic
1563,Spagnvola,AgroCriso Plantation,2012,80.0,U.S.A.,3.0,Unknown,Dominican Republic
1564,Spagnvola,AgroCriso Plantation,2012,75.0,U.S.A.,3.25,Unknown,Dominican Republic
1565,Spencer,Dominican Republic,2017,70.0,U.S.A.,3.75,Unknown,Dominican Republic
1566,Spencer,Ecuador,2017,70.0,U.S.A.,3.5,Unknown,Ecuador
1567,Spencer,Peru,2017,70.0,U.S.A.,2.75,Unknown,Peru
1568,Spencer,"Dominican Republic, lot D82R",2016,70.0,Australia,3.5,Unknown,Dominican Republic
1569,Spencer,"Ecuador, lot E432314L",2016,70.0,Australia,3.75,Unknown,Ecuador
1570,Spencer,"Madagascar, lot M0403R",2016,70.0,Australia,3.75,Unknown,Madagascar
1571,Spencer,Malekula Island,2014,72.0,Australia,2.75,Trinitario,Vanuatu
1572,Sprungli (Felchlin),Alto Beni,2013,70.0,Switzerland,3.0,Criollo,Bolivia
1573,SRSLY,Dominican Republic,2013,70.0,U.S.A.,3.0,Unknown,Dominican Republic
1574,SRSLY,Dominican Republic,2013,84.0,U.S.A.,2.25,Unknown,Dominican Republic
1575,Starchild,"Bolivar, Arriba",2015,70.0,U.S.A.,3.0,Forastero (Nacional),Ecuador
1576,Starchild,Hispaniola,2015,70.0,U.S.A.,3.0,Unknown,Dominican Republic
1577,Starchild,Cacao Verapaz,2015,70.0,U.S.A.,3.0,Unknown,Guatemala
1578,Starchild,Rio Tuma,2015,70.0,U.S.A.,3.0,Trinitario (Amelonado),Nicaragua
1579,Starchild,Sambirano Valley,2015,70.0,U.S.A.,3.0,Trinitario,Madagascar
1580,Stella (aka Bernrain),"Bahia, Agri-Forestal Plantation, 2010",2012,68.0,Switzerland,2.75,Trinitario,Brazil
1581,Stella (aka Bernrain),India,2011,72.0,Switzerland,3.25,Unknown,India
1582,Stone Grindz,"Ecuador, Midnight Dark",2014,84.0,U.S.A.,3.5,Unknown,Ecuador
1583,Stone Grindz,"Ecuador, Twilght Dark",2014,70.0,U.S.A.,3.5,Unknown,Ecuador
1584,StRita Supreme,"Samar, East Visayas region",2012,65.0,U.S.A.,2.5,Unknown,Philippines
1585,StRita Supreme,"Samar, East Visayas region",2012,70.0,U.S.A.,2.5,Unknown,Philippines
1586,StRita Supreme,"Samar, East Visayas region",2012,75.0,U.S.A.,2.75,Unknown,Philippines
1587,Sublime Origins,Sambirano,2013,67.0,U.S.A.,2.75,Trinitario,Madagascar
1588,Sublime Origins,Moho Valley,2013,78.0,U.S.A.,3.25,Trinitario,Belize
1589,Summerbird,Peru,2016,61.0,Denmark,2.5,"Criollo, Trinitario",Peru
1590,Summerbird,Peru,2016,71.0,Denmark,3.0,"Criollo, Trinitario",Peru
1591,Suruca Chocolate,Venezuela,2016,70.0,Venezuela,2.75,Unknown,Venezuela
1592,Suruca Chocolate,Venezuela,2016,60.0,Venezuela,3.0,Unknown,Venezuela
1593,Svenska Kakaobolaget,Sri Lanka,2015,70.0,Sweden,2.75,"Criollo, Trinitario",Sri Lanka
1594,Szanto Tibor,Nacional,2015,70.0,Hungary,3.25,Unknown,Ecuador
1595,Szanto Tibor,Baracoa,2015,88.0,Hungary,3.25,Trinitario,Cuba
1596,Szanto Tibor,Ambolikapiky,2015,70.0,Hungary,3.25,Trinitario,Madagascar
1597,Szanto Tibor,"Winak, Sumaco",2015,70.0,Hungary,3.75,Forastero (Nacional),Ecuador
1598,Szanto Tibor,"Ben Tre, Mekong Delta",2015,70.0,Hungary,3.25,Trinitario,Vietnam
1599,Szanto Tibor,"Fazenda Sempre Firme, Bahia",2015,70.0,Hungary,3.5,Forastero (Parazinho),Brazil
1600,Szanto Tibor,Porcelana,2014,70.0,Hungary,3.5,Criollo,Venezuela
1601,Szanto Tibor,Baracoa,2014,70.0,Hungary,3.75,Trinitario,Cuba
1602,Szanto Tibor,"Autumn, Primary Harvest, 2012",2013,70.0,Hungary,3.5,Criollo,Madagascar
1603,Szanto Tibor,"Spring, Secondary Harvest, 2012",2013,70.0,Hungary,3.5,Criollo,Madagascar
1604,Szanto Tibor,Cacao Blanco,2013,70.0,Hungary,3.25,Unknown,Nicaragua
1605,Szanto Tibor,Santo Domingo,2012,70.0,Hungary,3.25,Unknown,Dominican Republic
1606,Szanto Tibor,Millot Plantation,2012,70.0,Hungary,3.25,Unknown,Madagascar
1607,Szanto Tibor,"Ayacucho, ""El Guinacho""",2012,70.0,Hungary,3.75,Unknown,Peru
1608,Szanto Tibor,Crudo,2011,70.0,Hungary,3.0,Unknown,Venezuela
1609,Tabal,Costa Rica,2013,70.0,U.S.A.,2.75,Unknown,Costa Rica
1610,Tabal,Dominican Republic,2013,70.0,U.S.A.,2.75,Unknown,Dominican Republic
1611,Tabal,"Chiapas, Lacandon Jungle",2013,70.0,U.S.A.,2.5,Unknown,Mexico
1612,Tabal,Peru,2013,70.0,U.S.A.,3.0,Unknown,Peru
1613,Tablette (aka Vanillabeans),Colombia,2015,70.0,Japan,3.0,Unknown,Colombia
1614,Tablette (aka Vanillabeans),Papua,2015,62.0,Japan,3.25,Unknown,Papua New Guinea
1615,Tablette (aka Vanillabeans),Vietnam,2015,60.0,Japan,3.25,Trinitario,Vietnam
1616,Tablette (aka Vanillabeans),Trinidad,2015,77.0,Japan,2.75,Trinitario,Trinidad
1617,Tan Ban Skrati,"Paramaribo, batch 20160043-01",2016,70.0,Suriname,3.25,Trinitario,Suriname
1618,Taza,Belize,2014,68.0,U.S.A.,3.0,Trinitario,Belize
1619,Taza,Alto Beni,2011,87.0,U.S.A.,3.25,Unknown,Bolivia
1620,Taza,Chiapan,2009,75.0,U.S.A.,2.75,Unknown,Mexico
1621,Taza,"Dark, Stone Ground",2007,70.0,U.S.A.,3.0,Unknown,Dominican Republic
1622,TCHO,West Africa,2016,62.0,U.S.A.,2.0,Forastero,West Africa
1623,TCHO,Peru- Ecuador,2012,99.0,U.S.A.,3.25,Unknown,Peru
1623,TCHO,Peru- Ecuador,2012,99.0,U.S.A.,3.25,Unknown,Ecuador
1624,TCHO,TCHOPro 60.5,2009,60.0,U.S.A.,2.75,Unknown,
1625,TCHO,TCHOPro 68,2009,68.0,U.S.A.,3.0,Unknown,
1626,TCHO,Chocolatey-beta,2008,70.0,U.S.A.,2.5,Forastero,Ghana
1627,TCHO,Fruity-beta,2008,70.0,U.S.A.,2.5,Unknown,Peru
1628,TCHO,Citrus-beta,2008,70.0,U.S.A.,2.75,Unknown,Madagascar
1629,TCHO,Nutty-beta,2008,70.0,U.S.A.,2.5,Unknown,Peru
1630,Tejas,Concepcion,2012,70.0,U.S.A.,2.75,Unknown,Madagascar
1631,Tejas,Bayou Blend,2012,70.0,U.S.A.,3.0,Blend,Ecuador
1631,Tejas,Bayou Blend,2012,70.0,U.S.A.,3.0,Blend,Madagascar
1631,Tejas,Bayou Blend,2012,70.0,U.S.A.,3.0,Blend,Papua New Guinea
1632,Tejas,Aranama,2012,70.0,U.S.A.,3.0,Unknown,Papua New Guinea
1633,Tejas,Presidio,2012,70.0,U.S.A.,3.5,Unknown,Dominican Republic
1634,Tejas,"La Bahia, w/ cane juice",2012,70.0,U.S.A.,3.25,Unknown,Ecuador
1635,Tejas,Capistrano,2012,70.0,U.S.A.,2.0,Unknown,Peru
1636,Tejas,"La Bahia, w/ cane sugar",2012,70.0,U.S.A.,3.25,Unknown,Ecuador
1637,Tejas,San Jose,2012,70.0,U.S.A.,2.75,Unknown,Bolivia
1638,Tejas,Capistrano*,2012,70.0,U.S.A.,3.0,Unknown,Madagascar
1639,Tejas,Espada,2012,70.0,U.S.A.,3.25,Unknown,Mexico
1640,Tejas,Espada,2012,70.0,U.S.A.,2.75,Unknown,Brazil
1641,Tejas,Concepcion*,2012,80.0,U.S.A.,3.0,Unknown,Venezuela
1642,Tejas,San Jose,2012,67.0,U.S.A.,3.25,Unknown,Bolivia
1643,Tejas,"Bahia, Floresta Azul,Good Friends Reserve#3",2012,70.0,U.S.A.,3.5,Forastero (Parazinho),Brazil
1644,Terroir,Peru,2015,70.0,U.S.A.,2.75,Unknown,Peru
1645,Terroir,Belize,2015,70.0,U.S.A.,3.75,Trinitario,Belize
1646,Terroir,Madagascar,2015,70.0,U.S.A.,3.75,Trinitario,Madagascar
1647,Terroir,Ecuador,2015,70.0,U.S.A.,3.25,Unknown,Ecuador
1648,Terroir,Oko Caribe,2015,70.0,U.S.A.,3.5,Unknown,Dominican Republic
1649,Terroir,Guatemala,2015,70.0,U.S.A.,3.75,Trinitario,Guatemala
1650,Terroir,Ecuador,2014,77.0,U.S.A.,3.25,Unknown,Ecuador
1651,Terroir,Madagascar,2014,67.0,U.S.A.,3.75,Trinitario,Madagascar
1652,Terroir,Uganda,2014,73.0,U.S.A.,3.75,Forastero,Uganda
1653,The Barn,Peru,2015,70.0,Sweden,3.0,Unknown,Peru
1654,Theo,Congo w/ nibs,2012,65.0,U.S.A.,3.25,Forastero,Congo
1655,Theo,Madagascar,2007,65.0,U.S.A.,3.5,Trinitario,Madagascar
1656,Theo,Ivory Coast,2007,75.0,U.S.A.,2.5,Unknown,Ivory Coast
1657,Theo,"Ghana, Kumasi",2007,84.0,U.S.A.,3.0,Forastero,Ghana
1658,Theo,"Venezuela; Barinos, Merida, Tachron",2007,91.0,U.S.A.,2.0,Blend,Venezuela
1659,Theo,"Ghana, Panama, Ecuador",2007,75.0,U.S.A.,3.0,Blend,Ghana
1659,Theo,"Ghana, Panama, Ecuador",2007,75.0,U.S.A.,3.0,Blend,Panama
1659,Theo,"Ghana, Panama, Ecuador",2007,75.0,U.S.A.,3.0,Blend,Ecuador
1660,Theobroma,"Piura Select, Cacao Blanc",2015,70.0,Japan,3.25,Unknown,Peru
1661,Timo A. Meyer,"Belize, med roast",2016,72.0,Germany,3.75,"Trinitario, TCGA",Belize
1662,To'ak (Ecuatoriana),Manabi,2014,81.0,Ecuador,3.25,Forastero (Nacional),Ecuador
1663,Tobago Estate (Pralus),"Roxborough, Tobago",2012,70.0,France,4.0,Trinitario,Tobago
1664,Tocoti,"Wild Bolivian, Jungle Love",2012,77.0,U.S.A.,3.0,Criollo,Bolivia
1665,Tocoti,Venezuela,2011,72.0,U.S.A.,2.75,Unknown,Venezuela
1666,Tocoti,Dominican Republic,2011,74.0,U.S.A.,3.0,Unknown,Dominican Republic
1667,Treehouse,Conacado,2014,72.0,U.S.A.,3.0,Unknown,Dominican Republic
1668,Tsara (Cinagra),"Ambanja, Tsara Valley",2011,72.0,Madagascar,3.5,Unknown,Madagascar
1669,twenty-four blackbirds,Oko Caribe,2015,75.0,U.S.A.,2.75,Unknown,Dominican Republic
1670,twenty-four blackbirds,"Cedeno, lot 271",2015,75.0,U.S.A.,3.5,Unknown,Ecuador
1671,twenty-four blackbirds,Madagascar,2014,75.0,U.S.A.,3.5,Trinitario,Madagascar
1672,twenty-four blackbirds,Dominican Republic,2013,68.0,U.S.A.,3.25,Unknown,Dominican Republic
1673,twenty-four blackbirds,Palos Blancos,2013,75.0,U.S.A.,2.5,Unknown,Bolivia
